"State","Region","Date","Home.Value","Structure.Cost","Land.Value","Land.Share..Pct.","Home.Price.Index","Land.Price.Index","Year","Quarter"
"NJ","N. East","1982-06-01",78847,73840,5007,6.4,0.353,0.007,1982,2
"NJ","N. East","1982-09-01",79525,75121,4404,5.5,0.356,0.006,1982,3
"NJ","N. East","1982-12-01",80345,76328,4017,5,0.36,0.005,1982,4
"NJ","N. East","1983-03-01",81589,77510,4079,5,0.365,0.006,1983,1
"NJ","N. East","1983-06-01",83400,79230,4170,5,0.374,0.007,1983,2
"NJ","N. East","1983-09-01",85745,81457,4287,5,0.384,0.009,1983,3
"NJ","N. East","1983-12-01",88535,84108,4427,5,0.397,0.012,1983,4
"NJ","N. East","1984-03-01",91700,87115,4585,5,0.411,0.017,1984,1
"NJ","N. East","1984-06-01",95178,90419,4759,5,0.426,0.026,1984,2
"NJ","N. East","1984-09-01",98860,93917,4943,5,0.443,0.039,1984,3
"NJ","N. East","1984-12-01",102739,97602,5137,5,0.46,0.06,1984,4
"NJ","N. East","1985-03-01",106943,100900,6043,5.7,0.479,0.097,1985,1
"NJ","N. East","1985-06-01",111628,101975,9654,8.6,0.5,0.155,1985,2
"NJ","N. East","1985-09-01",116896,102952,13945,11.9,0.524,0.224,1985,3
"NJ","N. East","1985-12-01",122834,103811,19022,15.5,0.55,0.306,1985,4
"NJ","N. East","1986-03-01",129518,104571,24947,19.3,0.58,0.403,1986,1
"NJ","N. East","1986-06-01",136979,105211,31768,23.2,0.614,0.514,1986,2
"NJ","N. East","1986-09-01",145050,105779,39271,27.1,0.65,0.637,1986,3
"NJ","N. East","1986-12-01",153427,106307,47120,30.7,0.687,0.766,1986,4
"NJ","N. East","1987-03-01",161773,106824,54949,34,0.725,0.894,1987,1
"NJ","N. East","1987-06-01",169693,107409,62284,36.7,0.76,1.015,1987,2
"NJ","N. East","1987-09-01",176801,108031,68771,38.9,0.792,1.123,1987,3
"NJ","N. East","1987-12-01",182855,108704,74151,40.6,0.819,1.213,1987,4
"NJ","N. East","1988-03-01",187785,109532,78252,41.7,0.841,1.284,1988,1
"NJ","N. East","1988-06-01",191558,110371,81187,42.4,0.858,1.335,1988,2
"NJ","N. East","1988-09-01",194166,111296,82870,42.7,0.87,1.365,1988,3
"NJ","N. East","1988-12-01",195809,112329,83479,42.6,0.877,1.378,1988,4
"NJ","N. East","1989-03-01",196755,113416,83339,42.4,0.881,1.378,1989,1
"NJ","N. East","1989-06-01",197201,114442,82759,42,0.883,1.37,1989,2
"NJ","N. East","1989-09-01",197200,115317,81884,41.5,0.883,1.357,1989,3
"NJ","N. East","1989-12-01",196670,115908,80762,41.1,0.881,1.339,1989,4
"NJ","N. East","1990-03-01",195556,116211,79345,40.6,0.876,1.314,1990,1
"NJ","N. East","1990-06-01",194032,116592,77440,39.9,0.869,1.283,1990,2
"NJ","N. East","1990-09-01",191417,117254,74163,38.7,0.857,1.229,1990,3
"NJ","N. East","1990-12-01",189059,118519,70540,37.3,0.847,1.17,1990,4
"NJ","N. East","1991-03-01",187220,120508,66712,35.6,0.839,1.108,1991,1
"NJ","N. East","1991-06-01",185995,123004,62990,33.9,0.833,1.048,1991,2
"NJ","N. East","1991-09-01",185387,125593,59794,32.3,0.83,0.996,1991,3
"NJ","N. East","1991-12-01",185295,127854,57441,31,0.83,0.959,1991,4
"NJ","N. East","1992-03-01",185496,129457,56039,30.2,0.831,0.94,1992,1
"NJ","N. East","1992-06-01",185738,130337,55401,29.8,0.832,0.93,1992,2
"NJ","N. East","1992-09-01",185974,130869,55105,29.6,0.833,0.926,1992,3
"NJ","N. East","1992-12-01",186183,131280,54903,29.5,0.834,0.922,1992,4
"NJ","N. East","1993-03-01",186342,131667,54675,29.3,0.835,0.914,1993,1
"NJ","N. East","1993-06-01",186525,132287,54238,29.1,0.836,0.907,1993,2
"NJ","N. East","1993-09-01",186705,132849,53856,28.8,0.836,0.9,1993,3
"NJ","N. East","1993-12-01",186845,133236,53609,28.7,0.837,0.896,1993,4
"NJ","N. East","1994-03-01",186856,133666,53189,28.5,0.837,0.89,1994,1
"NJ","N. East","1994-06-01",186681,134212,52469,28.1,0.836,0.879,1994,2
"NJ","N. East","1994-09-01",186355,135268,51087,27.4,0.835,0.857,1994,3
"NJ","N. East","1994-12-01",185947,137235,48712,26.2,0.833,0.819,1994,4
"NJ","N. East","1995-03-01",185570,140267,45303,24.4,0.831,0.765,1995,1
"NJ","N. East","1995-06-01",185278,143885,41393,22.3,0.83,0.701,1995,2
"NJ","N. East","1995-09-01",185098,147588,37511,20.3,0.829,0.637,1995,3
"NJ","N. East","1995-12-01",184996,150783,34212,18.5,0.829,0.582,1995,4
"NJ","N. East","1996-03-01",184977,152725,32252,17.4,0.829,0.548,1996,1
"NJ","N. East","1996-06-01",185039,153919,31120,16.8,0.829,0.53,1996,2
"NJ","N. East","1996-09-01",185162,154626,30536,16.5,0.829,0.521,1996,3
"NJ","N. East","1996-12-01",185418,155142,30276,16.3,0.831,0.517,1996,4
"NJ","N. East","1997-03-01",185889,155952,29936,16.1,0.833,0.512,1997,1
"NJ","N. East","1997-06-01",186658,156840,29818,16,0.836,0.511,1997,2
"NJ","N. East","1997-09-01",187768,157779,29989,16,0.841,0.515,1997,3
"NJ","N. East","1997-12-01",189247,158744,30504,16.1,0.848,0.525,1997,4
"NJ","N. East","1998-03-01",191033,159612,31421,16.4,0.856,0.543,1998,1
"NJ","N. East","1998-06-01",193082,160358,32724,16.9,0.865,0.567,1998,2
"NJ","N. East","1998-09-01",195418,160914,34504,17.7,0.875,0.599,1998,3
"NJ","N. East","1998-12-01",198111,161189,36922,18.6,0.887,0.642,1998,4
"NJ","N. East","1999-03-01",201249,161369,39880,19.8,0.902,0.695,1999,1
"NJ","N. East","1999-06-01",204850,161474,43376,21.2,0.918,0.758,1999,2
"NJ","N. East","1999-09-01",208873,161829,47045,22.5,0.936,0.823,1999,3
"NJ","N. East","1999-12-01",213274,162745,50529,23.7,0.955,0.885,1999,4
"NJ","N. East","2000-03-01",218066,164169,53897,24.7,0.977,0.943,2000,1
"NJ","N. East","2000-06-01",223232,166181,57051,25.6,1,1,2000,2
"NJ","N. East","2000-09-01",228786,168220,60566,26.5,1.025,1.064,2000,3
"NJ","N. East","2000-12-01",234755,169843,64912,27.7,1.052,1.144,2000,4
"NJ","N. East","2001-03-01",241116,171008,70107,29.1,1.08,1.244,2001,1
"NJ","N. East","2001-06-01",247914,171484,76429,30.8,1.111,1.36,2001,2
"NJ","N. East","2001-09-01",255253,171964,83290,32.6,1.143,1.486,2001,3
"NJ","N. East","2001-12-01",263140,172918,90222,34.3,1.179,1.612,2001,4
"NJ","N. East","2002-03-01",271603,174416,97187,35.8,1.217,1.736,2002,1
"NJ","N. East","2002-06-01",280607,176559,104048,37.1,1.257,1.86,2002,2
"NJ","N. East","2002-09-01",289966,178627,111340,38.4,1.299,1.993,2002,3
"NJ","N. East","2002-12-01",299482,180077,119405,39.9,1.342,2.141,2002,4
"NJ","N. East","2003-03-01",309084,180969,128114,41.4,1.385,2.302,2003,1
"NJ","N. East","2003-06-01",318949,181404,137545,43.1,1.429,2.475,2003,2
"NJ","N. East","2003-09-01",329210,182331,146879,44.6,1.475,2.645,2003,3
"NJ","N. East","2003-12-01",340030,184602,155428,45.7,1.523,2.801,2003,4
"NJ","N. East","2004-03-01",351482,188612,162870,46.3,1.575,2.936,2004,1
"NJ","N. East","2004-06-01",363545,193926,169619,46.7,1.629,3.059,2004,2
"NJ","N. East","2004-09-01",376067,199526,176541,46.9,1.685,3.185,2004,3
"NJ","N. East","2004-12-01",388789,204444,184345,47.4,1.742,3.327,2004,4
"NJ","N. East","2005-03-01",401305,207760,193546,48.2,1.798,3.493,2005,1
"NJ","N. East","2005-06-01",413108,210180,202928,49.1,1.851,3.663,2005,2
"NJ","N. East","2005-09-01",423576,212409,211167,49.9,1.897,3.813,2005,3
"NJ","N. East","2005-12-01",432005,215172,216834,50.2,1.935,3.915,2005,4
"NJ","N. East","2006-03-01",437983,218777,219207,50,1.962,3.956,2006,1
"NJ","N. East","2006-06-01",441445,223071,218373,49.5,1.978,3.942,2006,2
"NJ","N. East","2006-09-01",442652,227159,215493,48.7,1.983,3.891,2006,3
"NJ","N. East","2006-12-01",442099,230278,211821,47.9,1.98,3.828,2006,4
"NJ","N. East","2007-03-01",440117,232238,207879,47.2,1.972,3.763,2007,1
"NJ","N. East","2007-06-01",436768,233156,203612,46.6,1.957,3.688,2007,2
"NJ","N. East","2007-09-01",432060,234104,197956,45.8,1.935,3.588,2007,3
"NJ","N. East","2007-12-01",426185,235996,190189,44.6,1.909,3.45,2007,4
"NJ","N. East","2008-03-01",419298,239513,179785,42.9,1.878,3.263,2008,1
"NJ","N. East","2008-06-01",411858,244053,167805,40.7,1.845,3.047,2008,2
"NJ","N. East","2008-09-01",404441,248763,155678,38.5,1.812,2.828,2008,3
"NJ","N. East","2008-12-01",397540,252798,144742,36.4,1.781,2.63,2008,4
"NJ","N. East","2009-03-01",391455,255049,136406,34.8,1.754,2.479,2009,1
"NJ","N. East","2009-06-01",386203,256047,130155,33.7,1.73,2.366,2009,2
"NJ","N. East","2009-09-01",381855,256130,125724,32.9,1.711,2.285,2009,3
"NJ","N. East","2009-12-01",378286,255608,122678,32.4,1.695,2.229,2009,4
"NJ","N. East","2010-03-01",375138,255678,119460,31.8,1.68,2.167,2010,1
"NJ","N. East","2010-06-01",371831,256429,115401,31,1.666,2.093,2010,2
"NJ","N. East","2010-09-01",368017,258479,109538,29.8,1.649,1.987,2010,3
"NJ","N. East","2010-12-01",363622,262592,101030,27.8,1.629,1.834,2010,4
"NJ","N. East","2011-03-01",358802,267398,91404,25.5,1.607,1.662,2011,1
"NJ","N. East","2011-06-01",354183,272312,81871,23.1,1.587,1.49,2011,2
"NJ","N. East","2011-09-01",350248,274791,75457,21.5,1.569,1.374,2011,3
"NJ","N. East","2011-12-01",347139,274851,72288,20.8,1.555,1.317,2011,4
"NJ","N. East","2012-03-01",344946,274909,70037,20.3,1.545,1.277,2012,1
"NJ","N. East","2012-06-01",343606,274966,68640,20,1.539,1.253,2012,2
"NJ","N. East","2012-09-01",342695,275022,67673,19.7,1.535,1.236,2012,3
"NJ","N. East","2012-12-01",342049,275078,66972,19.6,1.532,1.225,2012,4
"NJ","N. East","2013-03-01",341548,275133,66415,19.4,1.53,1.215,2013,1
"NM","West","1975-03-01",26050,24748,1303,5,0.192,0,1975,1
"NM","West","1975-06-01",26566,25237,1328,5,0.195,0,1975,2
"NM","West","1975-09-01",27066,25713,1353,5,0.199,0,1975,3
"NM","West","1975-12-01",27632,26251,1382,5,0.203,0,1975,4
"NM","West","1976-03-01",28392,26973,1420,5,0.209,0,1976,1
"NM","West","1976-06-01",29317,27851,1466,5,0.216,0,1976,2
"NM","West","1976-09-01",30373,28854,1519,5,0.223,0,1976,3
"NM","West","1976-12-01",31533,29956,1577,5,0.232,0,1976,4
"NM","West","1977-03-01",32774,31136,1639,5,0.241,0,1977,1
"NM","West","1977-06-01",34027,32326,1701,5,0.25,0,1977,2
"NM","West","1977-09-01",35283,33519,1764,5,0.26,0,1977,3
"NM","West","1977-12-01",36543,34716,1827,5,0.269,0,1977,4
"NM","West","1978-03-01",37831,35940,1892,5,0.278,0,1978,1
"NM","West","1978-06-01",39213,37252,1961,5,0.288,0,1978,2
"NM","West","1978-09-01",40738,38702,2037,5,0.3,0,1978,3
"NM","West","1978-12-01",42388,40269,2119,5,0.312,0,1978,4
"NM","West","1979-03-01",44095,41890,2205,5,0.324,0,1979,1
"NM","West","1979-06-01",45729,43443,2286,5,0.336,0,1979,2
"NM","West","1979-09-01",47222,44861,2361,5,0.347,0,1979,3
"NM","West","1979-12-01",48570,46141,2428,5,0.357,0,1979,4
"NM","West","1980-03-01",49825,47334,2491,5,0.367,0,1980,1
"NM","West","1980-06-01",51062,48509,2553,5,0.376,0.001,1980,2
"NM","West","1980-09-01",52487,49863,2624,5,0.386,0.001,1980,3
"NM","West","1980-12-01",54176,51467,2709,5,0.399,0.001,1980,4
"NM","West","1981-03-01",56110,53304,2805,5,0.413,0.001,1981,1
"NM","West","1981-06-01",58319,55403,2916,5,0.429,0.002,1981,2
"NM","West","1981-09-01",60603,56959,3644,6,0.446,0.003,1981,3
"NM","West","1981-12-01",62813,57951,4863,7.7,0.462,0.004,1981,4
"NM","West","1982-03-01",64842,59166,5676,8.8,0.477,0.005,1982,1
"NM","West","1982-06-01",66577,60531,6047,9.1,0.49,0.005,1982,2
"NM","West","1982-09-01",67875,61917,5958,8.8,0.499,0.005,1982,3
"NM","West","1982-12-01",68612,63196,5416,7.9,0.505,0.004,1982,4
"NM","West","1983-03-01",68968,64148,4819,7,0.507,0.004,1983,1
"NM","West","1983-06-01",68994,64872,4121,6,0.508,0.003,1983,2
"NM","West","1983-09-01",68993,65366,3627,5.3,0.508,0.003,1983,3
"NM","West","1983-12-01",69086,65632,3454,5,0.508,0.003,1983,4
"NM","West","1984-03-01",69291,65827,3465,5,0.51,0.003,1984,1
"NM","West","1984-06-01",69671,66187,3484,5,0.513,0.003,1984,2
"NM","West","1984-09-01",70283,66768,3514,5,0.517,0.003,1984,3
"NM","West","1984-12-01",71001,67451,3550,5,0.522,0.004,1984,4
"NM","West","1985-03-01",71774,68185,3589,5,0.528,0.004,1985,1
"NM","West","1985-06-01",72630,68999,3632,5,0.534,0.004,1985,2
"NM","West","1985-09-01",73581,69901,3679,5,0.541,0.005,1985,3
"NM","West","1985-12-01",74597,70867,3730,5,0.549,0.006,1985,4
"NM","West","1986-03-01",75651,71838,3813,5,0.557,0.008,1986,1
"NM","West","1986-06-01",76662,71519,5143,6.7,0.564,0.011,1986,2
"NM","West","1986-09-01",77533,71233,6301,8.1,0.57,0.013,1986,3
"NM","West","1986-12-01",78245,71238,7007,9,0.576,0.014,1986,4
"NM","West","1987-03-01",78756,71757,6999,8.9,0.579,0.014,1987,1
"NM","West","1987-06-01",79037,72624,6412,8.1,0.581,0.013,1987,2
"NM","West","1987-09-01",79144,73624,5520,7,0.582,0.011,1987,3
"NM","West","1987-12-01",79194,74548,4646,5.9,0.583,0.01,1987,4
"NM","West","1988-03-01",79288,75128,4161,5.2,0.583,0.009,1988,1
"NM","West","1988-06-01",79483,75509,3974,5,0.585,0.008,1988,2
"NM","West","1988-09-01",79811,75821,3991,5,0.587,0.008,1988,3
"NM","West","1988-12-01",80265,76252,4013,5,0.59,0.009,1988,4
"NM","West","1989-03-01",80886,76842,4044,5,0.595,0.009,1989,1
"NM","West","1989-06-01",81645,77562,4082,5,0.601,0.01,1989,2
"NM","West","1989-09-01",82475,78351,4124,5,0.607,0.011,1989,3
"NM","West","1989-12-01",83268,79104,4163,5,0.613,0.013,1989,4
"NM","West","1990-03-01",83981,79782,4199,5,0.618,0.014,1990,1
"NM","West","1990-06-01",84714,80479,4236,5,0.623,0.015,1990,2
"NM","West","1990-09-01",85251,80989,4263,5,0.627,0.016,1990,3
"NM","West","1990-12-01",85869,81576,4293,5,0.632,0.017,1990,4
"NM","West","1991-03-01",86608,82278,4330,5,0.637,0.019,1991,1
"NM","West","1991-06-01",87508,83132,4375,5,0.644,0.022,1991,2
"NM","West","1991-09-01",88603,84172,4430,5,0.652,0.026,1991,3
"NM","West","1991-12-01",89930,85434,4497,5,0.662,0.031,1991,4
"NM","West","1992-03-01",91423,86852,4571,5,0.673,0.038,1992,1
"NM","West","1992-06-01",93029,88378,4651,5,0.684,0.047,1992,2
"NM","West","1992-09-01",94819,90078,4741,5,0.698,0.058,1992,3
"NM","West","1992-12-01",96835,91993,4842,5,0.712,0.073,1992,4
"NM","West","1993-03-01",99101,94146,4955,5,0.729,0.094,1993,1
"NM","West","1993-06-01",101632,96551,5082,5,0.748,0.126,1993,2
"NM","West","1993-09-01",104371,99153,5219,5,0.768,0.172,1993,3
"NM","West","1993-12-01",107250,101887,5362,5,0.789,0.238,1993,4
"NM","West","1994-03-01",110170,104662,5509,5,0.811,0.329,1994,1
"NM","West","1994-06-01",112967,107318,5648,5,0.831,0.447,1994,2
"NM","West","1994-09-01",115554,109777,5778,5,0.85,0.589,1994,3
"NM","West","1994-12-01",117819,111928,5891,5,0.867,0.741,1994,4
"NM","West","1995-03-01",119704,112891,6814,5.7,0.881,0.887,1995,1
"NM","West","1995-06-01",121257,113594,7663,6.3,0.892,0.999,1995,2
"NM","West","1995-09-01",122482,114257,8226,6.7,0.901,1.074,1995,3
"NM","West","1995-12-01",123413,114881,8531,6.9,0.908,1.116,1995,4
"NM","West","1996-03-01",124157,115502,8655,7,0.913,1.134,1996,1
"NM","West","1996-06-01",124780,116124,8656,6.9,0.918,1.135,1996,2
"NM","West","1996-09-01",125293,116776,8517,6.8,0.922,1.119,1996,3
"NM","West","1996-12-01",125750,117489,8261,6.6,0.925,1.087,1996,4
"NM","West","1997-03-01",126207,118292,7916,6.3,0.928,1.042,1997,1
"NM","West","1997-06-01",126646,119164,7482,5.9,0.932,0.986,1997,2
"NM","West","1997-09-01",127081,120079,7002,5.5,0.935,0.924,1997,3
"NM","West","1997-12-01",127626,121011,6615,5.2,0.939,0.873,1997,4
"NM","West","1998-03-01",128342,121905,6437,5,0.944,0.85,1998,1
"NM","West","1998-06-01",129239,122777,6462,5,0.951,0.854,1998,2
"NM","West","1998-09-01",130264,123751,6513,5,0.958,0.879,1998,3
"NM","West","1998-12-01",131308,124742,6565,5,0.966,0.913,1998,4
"NM","West","1999-03-01",132266,125652,6613,5,0.973,0.945,1999,1
"NM","West","1999-06-01",133117,126461,6656,5,0.979,0.968,1999,2
"NM","West","1999-09-01",133909,127185,6724,5,0.985,0.989,1999,3
"NM","West","1999-12-01",134637,127812,6824,5.1,0.99,1.004,1999,4
"NM","West","2000-03-01",135278,128463,6815,5,0.995,1.002,2000,1
"NM","West","2000-06-01",135929,129132,6796,5,1,1,2000,2
"NM","West","2000-09-01",136697,129846,6851,5,1.006,1.008,2000,3
"NM","West","2000-12-01",137658,130632,7025,5.1,1.013,1.035,2000,4
"NM","West","2001-03-01",138856,131510,7346,5.3,1.022,1.083,2001,1
"NM","West","2001-06-01",140212,132452,7760,5.5,1.032,1.145,2001,2
"NM","West","2001-09-01",141720,133432,8288,5.8,1.043,1.224,2001,3
"NM","West","2001-12-01",143414,134417,8998,6.3,1.055,1.33,2001,4
"NM","West","2002-03-01",145366,135242,10123,7,1.069,1.497,2002,1
"NM","West","2002-06-01",147558,135950,11608,7.9,1.086,1.719,2002,2
"NM","West","2002-09-01",149912,136434,13478,9,1.103,1.999,2002,3
"NM","West","2002-12-01",152396,136596,15800,10.4,1.121,2.348,2002,4
"NM","West","2003-03-01",155000,136739,18261,11.8,1.14,2.72,2003,1
"NM","West","2003-06-01",157798,136890,20908,13.2,1.161,3.121,2003,2
"NM","West","2003-09-01",160851,137500,23351,14.5,1.183,3.492,2003,3
"NM","West","2003-12-01",164201,139012,25189,15.3,1.208,3.775,2003,4
"NM","West","2004-03-01",167903,141705,26198,15.6,1.235,3.932,2004,1
"NM","West","2004-06-01",172047,145309,26738,15.5,1.266,4.02,2004,2
"NM","West","2004-09-01",176733,149366,27367,15.5,1.3,4.122,2004,3
"NM","West","2004-12-01",182073,153432,28641,15.7,1.339,4.323,2004,4
"NM","West","2005-03-01",188149,156824,31326,16.6,1.384,4.738,2005,1
"NM","West","2005-06-01",194876,159859,35017,18,1.434,5.307,2005,2
"NM","West","2005-09-01",202040,162618,39422,19.5,1.486,5.988,2005,3
"NM","West","2005-12-01",209328,165180,44148,21.1,1.54,6.721,2005,4
"NM","West","2006-03-01",216400,167591,48809,22.6,1.592,7.446,2006,1
"NM","West","2006-06-01",222964,169837,53127,23.8,1.64,8.124,2006,2
"NM","West","2006-09-01",228688,171835,56853,24.9,1.682,8.717,2006,3
"NM","West","2006-12-01",233343,173514,59828,25.6,1.717,9.199,2006,4
"NM","West","2007-03-01",236757,175218,61539,26,1.742,9.502,2007,1
"NM","West","2007-06-01",238841,176782,62059,26,1.757,9.607,2007,2
"NM","West","2007-09-01",239644,178645,60999,25.5,1.763,9.464,2007,3
"NM","West","2007-12-01",239438,181171,58267,24.3,1.761,9.057,2007,4
"NM","West","2008-03-01",238445,184290,54155,22.7,1.754,8.425,2008,1
"NM","West","2008-06-01",236764,187860,48904,20.7,1.742,7.618,2008,2
"NM","West","2008-09-01",234630,191218,43411,18.5,1.726,6.771,2008,3
"NM","West","2008-12-01",232292,193738,38555,16.6,1.709,6.021,2008,4
"NM","West","2009-03-01",229965,194785,35180,15.3,1.692,5.501,2009,1
"NM","West","2009-06-01",227899,194774,33125,14.5,1.677,5.185,2009,2
"NM","West","2009-09-01",225868,194130,31738,14.1,1.662,4.972,2009,3
"NM","West","2009-12-01",223820,193268,30552,13.7,1.647,4.789,2009,4
"NM","West","2010-03-01",221496,192967,28529,12.9,1.63,4.47,2010,1
"NM","West","2010-06-01",218865,192991,25874,11.8,1.61,4.057,2010,2
"NM","West","2010-09-01",216201,193396,22805,10.5,1.591,3.579,2010,3
"NM","West","2010-12-01",213655,194265,19389,9.1,1.572,3.046,2010,4
"NM","West","2011-03-01",211430,195752,15679,7.4,1.555,2.466,2011,1
"NM","West","2011-06-01",209848,197775,12073,5.8,1.544,1.9,2011,2
"NM","West","2011-09-01",209071,198618,10454,5,1.538,1.374,2011,3
"NM","West","2011-12-01",209031,198580,10452,5,1.538,1.369,2011,4
"NM","West","2012-03-01",209656,198585,11071,5.3,1.542,1.451,2012,1
"NM","West","2012-06-01",210674,198593,12081,5.7,1.55,1.584,2012,2
"NM","West","2012-09-01",211662,198603,13059,6.2,1.557,1.714,2012,3
"NM","West","2012-12-01",212630,198616,14014,6.6,1.564,1.841,2012,4
"NM","West","2013-03-01",213718,198631,15087,7.1,1.572,1.983,2013,1
"NV","West","1975-03-01",39436,37464,1972,5,0.222,0,1975,1
"NV","West","1975-06-01",40321,38305,2016,5,0.227,0,1975,2
"NV","West","1975-09-01",41272,39208,2064,5,0.233,0,1975,3
"NV","West","1975-12-01",42281,40167,2114,5,0.238,0,1975,4
"NV","West","1976-03-01",43268,41105,2163,5,0.244,0.001,1976,1
"NV","West","1976-06-01",44271,42057,2214,5,0.249,0.001,1976,2
"NV","West","1976-09-01",45455,43182,2273,5,0.256,0.001,1976,3
"NV","West","1976-12-01",46961,44613,2348,5,0.265,0.001,1976,4
"NV","West","1977-03-01",48796,46356,2440,5,0.275,0.001,1977,1
"NV","West","1977-06-01",50981,48432,2549,5,0.287,0.002,1977,2
"NV","West","1977-09-01",53499,50824,2675,5,0.301,0.003,1977,3
"NV","West","1977-12-01",56291,52579,3712,6.6,0.317,0.006,1977,4
"NV","West","1978-03-01",59228,53674,5555,9.4,0.334,0.009,1978,1
"NV","West","1978-06-01",62311,54814,7497,12,0.351,0.012,1978,2
"NV","West","1978-09-01",65424,56065,9359,14.3,0.369,0.015,1978,3
"NV","West","1978-12-01",68437,57486,10952,16,0.386,0.017,1978,4
"NV","West","1979-03-01",71265,59087,12178,17.1,0.401,0.02,1979,1
"NV","West","1979-06-01",73723,60811,12912,17.5,0.415,0.021,1979,2
"NV","West","1979-09-01",75707,62569,13138,17.4,0.427,0.022,1979,3
"NV","West","1979-12-01",77288,64268,13020,16.8,0.435,0.022,1979,4
"NV","West","1980-03-01",78731,65835,12896,16.4,0.444,0.022,1980,1
"NV","West","1980-06-01",80234,67324,12911,16.1,0.452,0.022,1980,2
"NV","West","1980-09-01",81914,68812,13103,16,0.461,0.023,1980,3
"NV","West","1980-12-01",83841,70373,13468,16.1,0.472,0.023,1980,4
"NV","West","1981-03-01",85991,72106,13885,16.1,0.484,0.024,1981,1
"NV","West","1981-06-01",88206,73940,14265,16.2,0.497,0.025,1981,2
"NV","West","1981-09-01",90097,75847,14250,15.8,0.508,0.025,1981,3
"NV","West","1981-12-01",91617,77788,13828,15.1,0.516,0.025,1981,4
"NV","West","1982-03-01",92971,79631,13339,14.3,0.524,0.024,1982,1
"NV","West","1982-06-01",93956,81372,12585,13.4,0.529,0.023,1982,2
"NV","West","1982-09-01",94552,82937,11615,12.3,0.533,0.021,1982,3
"NV","West","1982-12-01",94766,84245,10521,11.1,0.534,0.019,1982,4
"NV","West","1983-03-01",94605,85198,9406,9.9,0.533,0.017,1983,1
"NV","West","1983-06-01",94238,85913,8325,8.8,0.531,0.015,1983,2
"NV","West","1983-09-01",93842,86432,7411,7.9,0.529,0.014,1983,3
"NV","West","1983-12-01",93459,86820,6639,7.1,0.527,0.012,1983,4
"NV","West","1984-03-01",93220,87243,5978,6.4,0.525,0.011,1984,1
"NV","West","1984-06-01",93045,87646,5399,5.8,0.524,0.01,1984,2
"NV","West","1984-09-01",93022,88080,4942,5.3,0.524,0.009,1984,3
"NV","West","1984-12-01",93334,88593,4741,5.1,0.526,0.009,1984,4
"NV","West","1985-03-01",93889,89195,4694,5,0.529,0.009,1985,1
"NV","West","1985-06-01",94664,89931,4733,5,0.533,0.009,1985,2
"NV","West","1985-09-01",95628,90846,4781,5,0.539,0.01,1985,3
"NV","West","1985-12-01",96733,91896,4837,5,0.545,0.011,1985,4
"NV","West","1986-03-01",97950,93052,4897,5,0.552,0.012,1986,1
"NV","West","1986-06-01",99147,94190,4957,5,0.559,0.014,1986,2
"NV","West","1986-09-01",100165,95157,5008,5,0.564,0.017,1986,3
"NV","West","1986-12-01",100965,95653,5313,5.3,0.569,0.018,1986,4
"NV","West","1987-03-01",101572,96063,5509,5.4,0.572,0.019,1987,1
"NV","West","1987-06-01",101966,96520,5446,5.3,0.574,0.019,1987,2
"NV","West","1987-09-01",102266,97004,5262,5.1,0.576,0.018,1987,3
"NV","West","1987-12-01",102631,97500,5132,5,0.578,0.018,1987,4
"NV","West","1988-03-01",103200,98040,5160,5,0.581,0.018,1988,1
"NV","West","1988-06-01",104021,98820,5201,5,0.586,0.019,1988,2
"NV","West","1988-09-01",105086,99832,5254,5,0.592,0.021,1988,3
"NV","West","1988-12-01",106373,101055,5319,5,0.599,0.025,1988,4
"NV","West","1989-03-01",107903,102508,5395,5,0.608,0.029,1989,1
"NV","West","1989-06-01",109708,104223,5485,5,0.618,0.037,1989,2
"NV","West","1989-09-01",111758,106170,5588,5,0.63,0.047,1989,3
"NV","West","1989-12-01",113960,108262,5698,5,0.642,0.062,1989,4
"NV","West","1990-03-01",116247,110435,5812,5,0.655,0.083,1990,1
"NV","West","1990-06-01",118542,112615,5927,5,0.668,0.111,1990,2
"NV","West","1990-09-01",120914,114868,6046,5,0.681,0.149,1990,3
"NV","West","1990-12-01",123102,116947,6155,5,0.694,0.194,1990,4
"NV","West","1991-03-01",125046,118794,6252,5,0.704,0.24,1991,1
"NV","West","1991-06-01",126699,119435,7264,5.7,0.714,0.281,1991,2
"NV","West","1991-09-01",128137,120138,7999,6.2,0.722,0.31,1991,3
"NV","West","1991-12-01",129448,120950,8498,6.6,0.729,0.331,1991,4
"NV","West","1992-03-01",130637,121835,8803,6.7,0.736,0.344,1992,1
"NV","West","1992-06-01",131726,122783,8943,6.8,0.742,0.351,1992,2
"NV","West","1992-09-01",132861,123743,9117,6.9,0.748,0.358,1992,3
"NV","West","1992-12-01",134014,124661,9354,7,0.755,0.369,1992,4
"NV","West","1993-03-01",135197,125456,9741,7.2,0.762,0.384,1993,1
"NV","West","1993-06-01",136456,126232,10224,7.5,0.769,0.404,1993,2
"NV","West","1993-09-01",137813,127003,10810,7.8,0.776,0.429,1993,3
"NV","West","1993-12-01",139296,127811,11485,8.2,0.785,0.458,1993,4
"NV","West","1994-03-01",140887,128756,12131,8.6,0.794,0.488,1994,1
"NV","West","1994-06-01",142521,129755,12766,9,0.803,0.517,1994,2
"NV","West","1994-09-01",144176,130838,13338,9.3,0.812,0.544,1994,3
