"State","Region","Date","Home.Value","Structure.Cost","Land.Value","Land.Share..Pct.","Home.Price.Index","Land.Price.Index","Year","Quarter"
"AK","West","2010-03-01",224952,160599,64352,28.6,1.481,1.552,2010,1
"AK","West","2010-06-01",225511,160252,65259,28.9,1.484,1.576,2010,2
"AK","West","2009-09-01",225820,163791,62029,27.5,1.486,1.494,2009,3
"AK","West","2009-12-01",224994,161787,63207,28.1,1.481,1.524,2009,4
"AK","West","2007-12-01",234590,155400,79190,33.8,1.544,1.885,2007,4
"AK","West","2008-03-01",233714,157458,76256,32.6,1.538,1.817,2008,1
"AK","West","2008-06-01",232999,160092,72906,31.3,1.534,1.74,2008,2
"AK","West","2008-09-01",232164,162704,69460,29.9,1.528,1.66,2008,3
"AK","West","2008-12-01",231039,164739,66299,28.7,1.521,1.587,2008,4
"AK","West","2009-03-01",229395,165424,63971,27.9,1.51,1.536,2009,1
"AK","West","2009-06-01",227421,165048,62373,27.4,1.497,1.5,2009,2
"AK","West","1985-06-01",140207,78032,62175,44.3,0.923,1.2,1985,2
"AK","West","1985-09-01",139244,78634,60610,43.5,0.916,1.177,1985,3
"AK","West","1985-12-01",138153,79225,58928,42.7,0.909,1.151,1985,4
"AK","West","1986-03-01",136885,79944,56942,41.6,0.901,1.12,1986,1
"AK","West","1986-06-01",135164,80469,54695,40.5,0.89,1.08,1986,2
"AK","West","1986-09-01",132599,80931,51668,39,0.873,1.022,1986,3
"AK","West","1986-12-01",129190,81330,47860,37,0.85,0.948,1986,4
"AK","West","1987-03-01",125163,81408,43755,35,0.824,0.861,1987,1
"AK","West","1987-06-01",121016,81765,39252,32.4,0.796,0.772,1987,2
"AK","West","1987-09-01",117600,82143,35458,30.2,0.774,0.698,1987,3
"AK","West","1987-12-01",115738,82531,33207,28.7,0.762,0.654,1987,4
"AK","West","1988-03-01",115764,82983,32781,28.3,0.762,0.648,1988,1
"AK","West","1988-06-01",116617,83389,33228,28.5,0.768,0.659,1988,2
"AK","West","1988-09-01",117388,83813,33575,28.6,0.773,0.667,1988,3
"AK","West","1988-12-01",116848,84263,32585,27.9,0.769,0.649,1988,4
"AK","West","1989-03-01",114426,84788,29638,25.9,0.753,0.593,1989,1
"AK","West","1989-06-01",110811,85266,25545,23.1,0.729,0.513,1989,2
"AK","West","1989-09-01",107853,85732,22121,20.5,0.71,0.445,1989,3
"AK","West","2010-09-01",226294,162003,64291,28.4,1.489,1.556,2010,3
"AK","West","2010-12-01",226970,167186,59784,26.3,1.494,1.45,2010,4
"AK","West","2011-03-01",227516,173238,54278,23.9,1.497,1.321,2011,1
"AK","West","2011-06-01",227743,179343,48400,21.3,1.499,1.18,2011,2
"AK","West","2011-09-01",227642,180886,46755,20.5,1.498,1.143,2011,3
"AK","West","2011-12-01",227390,181000,46390,20.4,1.497,1.137,2011,4
"AK","West","2012-03-01",227293,181112,46181,20.3,1.496,1.135,2012,1
"AK","West","2012-06-01",227962,181227,46735,20.5,1.5,1.151,2012,2
"AK","West","2012-09-01",229033,181345,47688,20.8,1.507,1.177,2012,3
"AK","West","2012-12-01",230396,181467,48929,21.2,1.516,1.211,2012,4
"AK","West","2013-03-01",231891,181592,50299,21.7,1.526,1.248,2013,1
"AK","West","1982-09-01",128004,61493,66510,52,0.842,1.147,1982,3
"AK","West","1982-12-01",130748,63864,66884,51.2,0.861,1.169,1982,4
"AK","West","1983-03-01",132906,66480,66426,50,0.875,1.18,1983,1
"AK","West","1983-06-01",134932,68885,66047,48.9,0.888,1.187,1983,2
"AK","West","1983-09-01",137000,71115,65885,48.1,0.902,1.198,1983,3
"AK","West","1983-12-01",138933,73009,65924,47.5,0.914,1.211,1983,4
"AK","West","1984-03-01",140569,74389,66180,47.1,0.925,1.228,1984,1
"AK","West","1984-06-01",141642,75408,66234,46.8,0.932,1.24,1984,2
"AK","West","1984-09-01",142119,76157,65962,46.4,0.935,1.245,1984,3
"AK","West","1984-12-01",141877,76751,65126,45.9,0.934,1.239,1984,4
"AK","West","1985-03-01",141108,77410,63698,45.1,0.929,1.221,1985,1
"AK","West","1995-06-01",136082,97576,38506,28.3,0.896,0.821,1995,2
"AK","West","1995-09-01",137273,97999,39274,28.6,0.903,0.838,1995,3
"AK","West","1995-12-01",138399,98359,40040,28.9,0.911,0.856,1995,4
"AK","West","1996-03-01",139434,98682,40752,29.2,0.918,0.871,1996,1
"AK","West","1996-06-01",140313,99018,41295,29.4,0.923,0.884,1996,2
"AK","West","1996-09-01",141114,99350,41764,29.6,0.929,0.895,1996,3
"AK","West","1996-12-01",141908,99692,42216,29.7,0.934,0.907,1996,4
"AK","West","1997-03-01",142609,100048,42561,29.8,0.939,0.915,1997,1
"AK","West","1997-06-01",143267,100451,42816,29.9,0.943,0.923,1997,2
"AK","West","1997-09-01",143960,100885,43075,29.9,0.948,0.931,1997,3
"AK","West","1997-12-01",144741,101354,43387,30,0.953,0.94,1997,4
"AK","West","1998-03-01",145638,101924,43714,30,0.959,0.952,1998,1
"AK","West","1998-06-01",146647,102425,44223,30.2,0.965,0.966,1998,2
"AK","West","1998-09-01",147651,102920,44731,30.3,0.972,0.98,1998,3
"AK","West","1998-12-01",148550,103404,45146,30.4,0.978,0.991,1998,4
"AK","West","1999-03-01",149240,103895,45345,30.4,0.982,0.998,1999,1
"AK","West","1999-06-01",149710,104368,45342,30.3,0.985,0.999,1999,2
"AK","West","1999-09-01",150036,104853,45182,30.1,0.987,0.997,1999,3
"AK","West","1989-12-01",106541,86176,20365,19.1,0.701,0.41,1989,4
"AK","West","1990-03-01",107338,86487,20851,19.4,0.706,0.419,1990,1
"AK","West","1990-06-01",110159,86851,23308,21.2,0.725,0.469,1990,2
"AK","West","1990-09-01",113469,87187,26282,23.2,0.747,0.531,1990,3
"AK","West","1990-12-01",116688,87483,29204,25,0.768,0.592,1990,4
"AK","West","1991-03-01",119472,87852,31619,26.5,0.786,0.646,1991,1
"AK","West","1991-06-01",121573,88168,33405,27.5,0.8,0.686,1991,2
"AK","West","1991-09-01",123041,88562,34479,28,0.81,0.712,1991,3
"AK","West","1991-12-01",124025,89112,34913,28.1,0.816,0.725,1991,4
"AK","West","1992-03-01",124706,89989,34718,27.8,0.821,0.729,1992,1
"AK","West","1992-06-01",125247,90788,34459,27.5,0.824,0.727,1992,2
"AK","West","1992-09-01",125754,91552,34202,27.2,0.828,0.724,1992,3
"AK","West","1992-12-01",126327,92177,34150,27,0.831,0.724,1992,4
"AK","West","1993-03-01",127066,92469,34597,27.2,0.836,0.731,1993,1
"AK","West","1993-06-01",128004,92782,35222,27.5,0.842,0.745,1993,2
"AK","West","1993-09-01",129065,93099,35966,27.9,0.849,0.761,1993,3
"AK","West","1993-12-01",130145,93522,36623,28.1,0.857,0.775,1993,4
"AK","West","1994-03-01",131099,94109,36990,28.2,0.863,0.783,1994,1
"AK","West","1994-06-01",131953,94857,37097,28.1,0.868,0.786,1994,2
"AK","West","1994-09-01",132813,95654,37158,28,0.874,0.788,1994,3
"AK","West","1994-12-01",133753,96419,37334,27.9,0.88,0.792,1994,4
"AK","West","1995-03-01",134880,97070,37810,28,0.888,0.805,1995,1
"AK","West","1975-03-01",52332,29171,23161,44.3,0.344,0.322,1975,1
"AK","West","1975-06-01",55546,30453,25094,45.2,0.366,0.355,1975,2
"AK","West","1975-09-01",58510,31854,26656,45.6,0.385,0.384,1975,3
"AK","West","1975-12-01",61176,33294,27882,45.6,0.403,0.407,1975,4
"AK","West","1976-03-01",63457,34648,28809,45.4,0.418,0.427,1976,1
"AK","West","1976-06-01",65331,35867,29464,45.1,0.43,0.441,1976,2
"AK","West","1976-09-01",66681,36963,29718,44.6,0.439,0.449,1976,3
"AK","West","1976-12-01",67603,37910,29693,43.9,0.445,0.451,1976,4
"AK","West","1977-03-01",68429,38519,29910,43.7,0.45,0.453,1977,1
"AK","West","1977-06-01",69322,39262,30059,43.4,0.456,0.457,1977,2
"AK","West","1977-09-01",70521,39992,30529,43.3,0.464,0.466,1977,3
"AK","West","1977-12-01",72134,40751,31382,43.5,0.475,0.481,1977,4
"AK","West","1978-03-01",74190,41757,32433,43.7,0.488,0.501,1978,1
"AK","West","1978-06-01",76641,42776,33865,44.2,0.504,0.526,1978,2
"AK","West","1978-09-01",79154,43946,35208,44.5,0.521,0.549,1978,3
"AK","West","1978-12-01",81456,45321,36135,44.4,0.536,0.565,1978,4
"AK","West","1979-03-01",83378,46711,36667,44,0.549,0.574,1979,1
"AK","West","1979-06-01",84540,48208,36331,43,0.556,0.57,1979,2
"AK","West","1979-09-01",84443,49540,34903,41.3,0.556,0.549,1979,3
"AK","West","1979-12-01",83268,50484,32784,39.4,0.548,0.516,1979,4
"AK","West","1980-03-01",81447,50784,30663,37.6,0.536,0.482,1980,1
"AK","West","1980-06-01",79814,50858,28956,36.3,0.525,0.457,1980,2
"AK","West","1980-09-01",80206,50823,29383,36.6,0.528,0.466,1980,3
"AK","West","1980-12-01",83673,50925,32748,39.1,0.551,0.522,1980,4
"AK","West","1981-03-01",89512,51501,38011,42.5,0.589,0.61,1981,1
"AK","West","1981-06-01",97167,52468,44700,46,0.64,0.724,1981,2
"AK","West","1981-09-01",105324,53770,51553,48.9,0.693,0.844,1981,3
"AK","West","1981-12-01",112984,55365,57619,51,0.744,0.954,1981,4
"AK","West","1982-03-01",119352,57329,62024,52,0.786,1.042,1982,1
"AK","West","1982-06-01",124236,59317,64918,52.3,0.818,1.105,1982,2
"AK","West","2002-09-01",170479,117290,53189,31.2,1.122,1.207,2002,3
"AK","West","2002-12-01",172974,117697,55277,32,1.138,1.258,2002,4
"AK","West","2003-03-01",175648,118060,57588,32.8,1.156,1.314,2003,1
"AK","West","2003-06-01",178566,118401,60165,33.7,1.175,1.377,2003,2
"AK","West","2003-09-01",181854,119204,62650,34.5,1.197,1.438,2003,3
"AK","West","2003-12-01",185565,120943,64622,34.8,1.221,1.488,2003,4
"AK","West","2004-03-01",189589,123856,65733,34.7,1.248,1.518,2004,1
"AK","West","2004-06-01",193883,127564,66319,34.2,1.276,1.536,2004,2
"AK","West","2004-09-01",198513,131520,66993,33.7,1.307,1.555,2004,3
"AK","West","2004-12-01",203372,135147,68225,33.5,1.339,1.587,2004,4
"AK","West","2005-03-01",208336,137763,70573,33.9,1.371,1.644,2005,1
"AK","West","2005-06-01",213254,139841,73413,34.4,1.404,1.714,2005,2
"AK","West","2005-09-01",217997,141679,76318,35,1.435,1.786,2005,3
"AK","West","2005-12-01",222350,143604,78746,35.4,1.463,1.846,2005,4
"AK","West","2006-03-01",226205,145849,80356,35.5,1.489,1.888,2006,1
"AK","West","2006-06-01",229457,148187,81270,35.4,1.51,1.913,2006,2
"AK","West","2006-09-01",232018,150299,81718,35.2,1.527,1.927,2006,3
"AK","West","2006-12-01",233911,151866,82046,35.1,1.54,1.939,2006,4
"AK","West","2007-03-01",235143,152866,82276,35,1.548,1.949,2007,1
"AK","West","2007-06-01",235638,153455,82183,34.9,1.551,1.95,2007,2
"AK","West","2007-09-01",235356,154137,81219,34.5,1.549,1.93,2007,3
"AK","West","2001-03-01",156664,110027,46637,29.8,1.031,1.041,2001,1
"AK","West","2001-06-01",158847,111431,47415,29.8,1.045,1.062,2001,2
"AK","West","2001-09-01",161139,112884,48255,29.9,1.061,1.084,2001,3
"AK","West","2001-12-01",163439,114321,49118,30.1,1.076,1.107,2001,4
"AK","West","2002-03-01",165712,115469,50243,30.3,1.091,1.134,2002,1
"AK","West","2002-06-01",168051,116512,51538,30.7,1.106,1.166,2002,2
"AK","West","2000-06-01",151936,106572,45364,29.9,1,1,2000,2
"AK","West","2000-09-01",153173,107481,45692,29.8,1.008,1.009,2000,3
"AK","West","1999-12-01",150376,105369,45007,29.9,0.99,0.994,1999,4
"AK","West","2000-03-01",150995,105829,45166,29.9,0.994,0.994,2000,1
"AK","West","2000-12-01",154736,108588,46148,29.8,1.018,1.023,2000,4
"AL","South","1975-09-01",25342,24075,1267,5,0.227,0,1975,3
"AL","South","1975-12-01",25779,24490,1289,5,0.231,0,1975,4
"AL","South","1976-03-01",26343,25026,1317,5,0.236,0,1976,1
"AL","South","1976-06-01",26981,25631,1349,5,0.242,0,1976,2
"AL","South","1976-09-01",27696,26156,1540,5.6,0.248,0,1976,3
"AL","South","1976-12-01",28492,26674,1818,6.4,0.255,0,1976,4
"AL","South","1977-03-01",29353,27217,2136,7.3,0.263,0,1977,1
"AL","South","1977-06-01",30256,27804,2452,8.1,0.271,0.001,1977,2
"AL","South","1975-03-01",24648,23416,1232,5,0.221,0,1975,1
"AL","South","1975-06-01",24970,23721,1248,5,0.224,0,1975,2
"AL","South","1985-09-01",53321,50655,2666,5,0.477,0.005,1985,3
"AL","South","1985-12-01",54280,51566,2714,5,0.486,0.006,1985,4
"AL","South","1986-03-01",55295,52530,2765,5,0.495,0.007,1986,1
"AL","South","1986-06-01",56356,53538,2818,5,0.504,0.009,1986,2
"AL","South","1986-09-01",57427,54556,2871,5,0.514,0.011,1986,3
"AL","South","1986-12-01",58462,55539,2923,5,0.523,0.015,1986,4
"AL","South","1987-03-01",59414,56444,2971,5,0.532,0.018,1987,1
"AL","South","1987-06-01",60255,57242,3013,5,0.539,0.021,1987,2
"AL","South","1987-09-01",60986,57937,3049,5,0.546,0.025,1987,3
"AL","South","1987-12-01",61646,58563,3082,5,0.552,0.028,1987,4
"AL","South","1988-03-01",62281,59167,3114,5,0.558,0.031,1988,1
"AL","South","1988-06-01",62843,59700,3142,5,0.563,0.034,1988,2
"AL","South","1988-09-01",63331,60164,3167,5,0.567,0.036,1988,3
"AL","South","1988-12-01",63805,60615,3190,5,0.571,0.037,1988,4
"AL","South","1989-03-01",64346,61129,3217,5,0.576,0.04,1989,1
"AL","South","1989-06-01",64975,61726,3249,5,0.582,0.043,1989,2
"AL","South","1989-09-01",65656,62373,3283,5,0.588,0.048,1989,3
"AL","South","1989-12-01",66319,63003,3316,5,0.594,0.053,1989,4
"AL","South","1990-03-01",66945,63597,3347,5,0.599,0.059,1990,1
"AL","South","1990-06-01",67566,64188,3378,5,0.605,0.065,1990,2
"AL","South","1990-09-01",68128,64722,3406,5,0.61,0.072,1990,3
"AL","South","1990-12-01",68741,65304,3437,5,0.615,0.08,1990,4
"AL","South","1991-03-01",69437,65965,3472,5,0.622,0.09,1991,1
"AL","South","1991-06-01",70215,66704,3511,5,0.629,0.102,1991,2
"AL","South","1991-09-01",71060,67507,3553,5,0.636,0.119,1991,3
"AL","South","1991-12-01",71970,68025,3945,5.5,0.644,0.141,1991,4
"AL","South","1992-03-01",72946,68248,4698,6.4,0.653,0.168,1992,1
"AL","South","1992-06-01",73984,68451,5533,7.5,0.662,0.198,1992,2
"AL","South","1992-09-01",75103,68687,6416,8.5,0.672,0.23,1992,3
"AL","South","1992-12-01",76275,69007,7269,9.5,0.683,0.261,1992,4
"AL","South","1993-03-01",77470,69417,8053,10.4,0.693,0.288,1993,1
"AL","South","1993-06-01",78681,69923,8758,11.1,0.704,0.314,1993,2
"AL","South","1993-09-01",79918,70450,9469,11.8,0.715,0.339,1993,3
"AL","South","1993-12-01",81161,70940,10221,12.6,0.727,0.366,1993,4
"AL","South","1994-03-01",82388,71352,11036,13.4,0.737,0.396,1994,1
"AL","South","1994-06-01",83574,71728,11846,14.2,0.748,0.426,1994,2
"AL","South","1994-09-01",84698,72125,12573,14.8,0.758,0.452,1994,3
"AL","South","1994-12-01",85783,72602,13182,15.4,0.768,0.475,1994,4
"AL","South","1995-03-01",86854,73232,13622,15.7,0.777,0.493,1995,1
"AL","South","1995-06-01",87942,73926,14016,15.9,0.787,0.509,1995,2
"AL","South","1995-09-01",89068,74660,14407,16.2,0.797,0.524,1995,3
"AL","South","1995-12-01",90219,75392,14827,16.4,0.808,0.54,1995,4
"AL","South","1996-03-01",91392,76003,15389,16.8,0.818,0.56,1996,1
"AL","South","1996-06-01",92567,76568,15999,17.3,0.829,0.583,1996,2
"AL","South","1996-09-01",93706,77047,16659,17.8,0.839,0.608,1996,3
"AL","South","1996-12-01",94810,77415,17395,18.3,0.849,0.636,1996,4
"AL","South","1997-03-01",95874,77737,18137,18.9,0.858,0.665,1997,1
"AL","South","1997-06-01",96911,78024,18887,19.5,0.868,0.694,1997,2
"AL","South","1997-09-01",97972,78375,19598,20,0.877,0.722,1997,3
"AL","South","1997-12-01",99081,78888,20192,20.4,0.887,0.745,1997,4
"AL","South","1998-03-01",100277,79645,20633,20.6,0.898,0.764,1998,1
"AL","South","1998-06-01",101564,80527,21037,20.7,0.909,0.781,1998,2
"AL","South","1998-09-01",102910,81449,21461,20.9,0.921,0.799,1998,3
"AL","South","1998-12-01",104270,82305,21965,21.1,0.933,0.819,1998,4
"AL","South","1999-03-01",105597,82954,22643,21.4,0.945,0.846,1999,1
"AL","South","1999-06-01",106889,83466,23424,21.9,0.957,0.876,1999,2
"AL","South","1999-09-01",108151,83881,24270,22.4,0.968,0.909,1999,3
"AL","South","1999-12-01",109388,84237,25150,23,0.979,0.942,1999,4
"AL","South","2000-03-01",110578,84573,26005,23.5,0.99,0.972,2000,1
"AL","South","2000-06-01",111712,84998,26714,23.9,1,1,2000,2
"AL","South","2000-09-01",112818,85484,27334,24.2,1.01,1.025,2000,3
"AL","South","2000-12-01",113938,86057,27881,24.5,1.02,1.048,2000,4
"AL","South","2001-03-01",115113,86846,28267,24.6,1.03,1.068,2001,1
"AL","South","2001-06-01",116339,87622,28717,24.7,1.041,1.088,2001,2
"AL","South","2001-09-01",117608,88464,29144,24.8,1.053,1.106,2001,3
"AL","South","2001-12-01",118935,89365,29569,24.9,1.065,1.123,2001,4
"AL","South","2002-03-01",120327,90118,30210,25.1,1.077,1.145,2002,1
"AL","South","2002-06-01",121798,90896,30902,25.4,1.09,1.172,2002,2
"AL","South","2002-09-01",123363,91515,31848,25.8,1.104,1.209,2002,3
"AL","South","2002-12-01",125023,91854,33169,26.5,1.119,1.26,2002,4
"AL","South","2003-03-01",126736,92140,34596,27.3,1.134,1.318,2003,1
"AL","South","2003-06-01",128506,92352,36154,28.1,1.15,1.379,2003,2
"AL","South","2003-09-01",130339,92902,37436,28.7,1.167,1.429,2003,3
"AL","South","2003-12-01",132242,94167,38075,28.8,1.184,1.455,2003,4
"AL","South","2004-03-01",134312,96271,38041,28.3,1.202,1.454,2004,1
"AL","South","2004-06-01",136634,99023,37611,27.5,1.223,1.439,2004,2
"AL","South","2004-09-01",139229,101925,37304,26.8,1.246,1.429,2004,3
"AL","South","2004-12-01",142081,104504,37577,26.4,1.272,1.441,2004,4
"AL","South","2005-03-01",145214,106366,38848,26.8,1.3,1.491,2005,1
"AL","South","2005-06-01",148632,107850,40782,27.4,1.33,1.567,2005,2
"AL","South","2005-09-01",152334,109359,42975,28.2,1.364,1.654,2005,3
"AL","South","2005-12-01",156229,111300,44929,28.8,1.398,1.733,2005,4
"AL","South","2006-03-01",160127,113857,46270,28.9,1.433,1.789,2006,1
"AL","South","2006-06-01",163828,116732,47097,28.7,1.467,1.824,2006,2
"AL","South","2006-09-01",167193,119431,47762,28.6,1.497,1.854,2006,3
"AL","South","2006-12-01",170125,121450,48675,28.6,1.523,1.893,2006,4
"AL","South","2007-03-01",172520,122589,49931,28.9,1.544,1.948,2007,1
"AL","South","2007-06-01",174309,123111,51197,29.4,1.56,2.001,2007,2
"AL","South","2007-09-01",175428,123653,51775,29.5,1.57,2.027,2007,3
"AL","South","1977-09-01",31160,28398,2762,8.9,0.279,0.001,1977,3
"AL","South","1977-12-01",32038,28965,3073,9.6,0.287,0.001,1977,4
"AL","South","1978-03-01",32932,29501,3432,10.4,0.295,0.001,1978,1
"AL","South","1978-06-01",33887,30014,3874,11.4,0.303,0.001,1978,2
"AL","South","1978-09-01",34903,30555,4348,12.5,0.312,0.001,1978,3
"AL","South","1978-12-01",35877,31171,4707,13.1,0.321,0.001,1978,4
"AL","South","1979-03-01",36794,31897,4898,13.3,0.329,0.001,1979,1
"AL","South","1979-06-01",37622,32710,4912,13.1,0.337,0.001,1979,2
"AL","South","1979-09-01",38364,33571,4793,12.5,0.343,0.001,1979,3
"AL","South","1979-12-01",39021,34444,4577,11.7,0.349,0.001,1979,4
"AL","South","1980-03-01",39571,35251,4320,10.9,0.354,0.001,1980,1
"AL","South","1980-06-01",40193,36022,4171,10.4,0.36,0.001,1980,2
"AL","South","1980-09-01",40879,36743,4136,10.1,0.366,0.001,1980,3
"AL","South","1980-12-01",41487,37401,4086,9.8,0.371,0.001,1980,4
"AL","South","1981-03-01",42014,38023,3990,9.5,0.376,0.001,1981,1
"AL","South","1981-06-01",42480,38610,3870,9.1,0.38,0.001,1981,2
"AL","South","1981-09-01",42853,39212,3641,8.5,0.384,0.001,1981,3
"AL","South","1981-12-01",43112,39874,3238,7.5,0.386,0.001,1981,4
"AL","South","1982-03-01",43381,40603,2778,6.4,0.388,0.001,1982,1
"AL","South","1982-06-01",43764,41369,2395,5.5,0.392,0.001,1982,2
"AL","South","1982-09-01",44318,42102,2216,5,0.397,0.001,1982,3
"AL","South","1982-12-01",45043,42791,2252,5,0.403,0.001,1982,4
"AL","South","1983-03-01",45803,43512,2290,5,0.41,0.001,1983,1
"AL","South","1983-06-01",46540,44213,2327,5,0.417,0.001,1983,2
"AL","South","1983-09-01",47302,44937,2365,5,0.423,0.001,1983,3
"AL","South","1983-12-01",48088,45684,2404,5,0.43,0.001,1983,4
"AL","South","1984-03-01",48919,46473,2446,5,0.438,0.002,1984,1
"AL","South","1984-06-01",49676,47192,2484,5,0.445,0.002,1984,2
"AL","South","1984-09-01",50368,47850,2518,5,0.451,0.002,1984,3
"AL","South","1984-12-01",50986,48436,2549,5,0.456,0.003,1984,4
"AL","South","1985-03-01",51646,49064,2582,5,0.462,0.003,1985,1
"AL","South","1985-06-01",52429,49808,2621,5,0.469,0.004,1985,2
"AL","South","2008-06-01",175371,129862,45509,25.9,1.57,1.79,2008,2
"AL","South","2008-09-01",174720,132691,42030,24.1,1.564,1.654,2008,3
"AL","South","2008-12-01",174088,134908,39180,22.5,1.558,1.543,2008,4
"AL","South","2009-03-01",173553,135608,37945,21.9,1.554,1.495,2009,1
"AL","South","2009-06-01",172968,135247,37720,21.8,1.548,1.487,2009,2
"AL","South","2009-09-01",172175,133973,38202,22.2,1.541,1.506,2009,3
"AL","South","2009-12-01",171089,131942,39147,22.9,1.532,1.543,2009,4
"AL","South","2010-03-01",169370,130606,38764,22.9,1.516,1.526,2010,1
"AL","South","2010-06-01",167278,129900,37378,22.3,1.497,1.471,2010,2
"AL","South","2010-09-01",165080,130937,34143,20.7,1.478,1.345,2010,3
"AL","South","2010-12-01",163046,134877,28169,17.3,1.46,1.11,2010,4
"AL","South","2007-12-01",175915,124824,51091,29,1.575,2.004,2007,4
"AL","South","2008-03-01",175841,127038,48803,27.8,1.574,1.917,2008,1
"AL","South","2011-09-01",161417,146212,15205,9.4,1.445,0.601,2011,3
"AL","South","2011-12-01",162626,146227,16399,10.1,1.456,0.649,2011,4
"AL","South","2012-03-01",164409,146245,18164,11,1.472,0.719,2012,1
"AL","South","2012-06-01",166454,146265,20189,12.1,1.49,0.8,2012,2
"AL","South","2012-09-01",168519,146289,22231,13.2,1.509,0.882,2012,3
"AL","South","2012-12-01",170671,146315,24357,14.3,1.528,0.967,2012,4
"AL","South","2013-03-01",172864,146343,26521,15.3,1.547,1.054,2013,1
"AL","South","2011-03-01",161583,139701,21881,13.5,1.446,0.864,2011,1
"AL","South","2011-06-01",161018,144747,16271,10.1,1.441,0.643,2011,2
"AR","South","1983-03-01",42813,40673,2141,5,0.443,0,1983,1
"AR","South","1982-06-01",40142,38135,2007,5,0.416,0,1982,2
"AR","South","1982-09-01",40942,38895,2047,5,0.424,0,1982,3
"AR","South","1982-12-01",41848,39756,2092,5,0.433,0,1982,4
"AR","South","1984-03-01",45967,43669,2298,5,0.476,0.001,1984,1
"AR","South","1983-06-01",43768,41580,2188,5,0.453,0,1983,2
"AR","South","1983-09-01",44630,42398,2231,5,0.462,0.001,1983,3
"AR","South","1983-12-01",45360,43092,2268,5,0.47,0.001,1983,4
"AR","South","1975-03-01",20050,19047,1002,5,0.208,0,1975,1
"AR","South","1975-06-01",20234,19223,1012,5,0.21,0,1975,2
"AR","South","1975-09-01",20524,19497,1026,5,0.213,0,1975,3
"AR","South","1975-12-01",20939,19892,1047,5,0.217,0,1975,4
"AR","South","1976-03-01",21530,20453,1076,5,0.223,0,1976,1
"AR","South","1976-06-01",22232,21120,1112,5,0.23,0,1976,2
"AR","South","1976-09-01",22976,21828,1149,5,0.238,0,1976,3
"AR","South","1976-12-01",23721,22535,1186,5,0.246,0,1976,4
"AR","South","1977-03-01",24472,23248,1224,5,0.253,0,1977,1
"AR","South","1977-06-01",25251,23988,1263,5,0.262,0,1977,2
"AR","South","1977-09-01",26058,24756,1303,5,0.27,0,1977,3
"AR","South","1977-12-01",26871,25528,1344,5,0.278,0,1977,4
"AR","South","1978-03-01",27684,26300,1384,5,0.287,0,1978,1
"AR","South","1978-06-01",28550,26942,1608,5.6,0.296,0,1978,2
"AR","South","1978-09-01",29511,27498,2013,6.8,0.306,0,1978,3
"AR","South","1978-12-01",30588,28171,2417,7.9,0.317,0,1978,4
"AR","South","1979-03-01",31794,28967,2827,8.9,0.329,0,1979,1
"AR","South","1979-06-01",33027,29858,3169,9.6,0.342,0,1979,2
"AR","South","1979-09-01",34202,30775,3427,10,0.354,0,1979,3
"AR","South","1979-12-01",35239,31649,3590,10.2,0.365,0,1979,4
"AR","South","1980-03-01",36139,32393,3746,10.4,0.374,0,1980,1
"AR","South","1980-06-01",36972,33055,3917,10.6,0.383,0,1980,2
"AR","South","1980-09-01",37739,33664,4075,10.8,0.391,0,1980,3
"AR","South","1980-12-01",38354,34251,4103,10.7,0.397,0,1980,4
"AR","South","1981-03-01",38763,34873,3889,10,0.401,0,1981,1
"AR","South","1981-06-01",38976,35505,3471,8.9,0.404,0,1981,2
"AR","South","1981-09-01",39098,36153,2945,7.5,0.405,0,1981,3
"AR","South","1981-12-01",39221,36821,2399,6.1,0.406,0,1981,4
"AR","South","1982-03-01",39550,37483,2068,5.2,0.41,0,1982,1
"AR","South","1992-03-01",61380,58311,3069,5,0.636,0.015,1992,1
"AR","South","1992-06-01",62224,59113,3111,5,0.644,0.018,1992,2
"AR","South","1992-09-01",63165,60007,3158,5,0.654,0.022,1992,3
"AR","South","1992-12-01",64220,61009,3211,5,0.665,0.028,1992,4
"AR","South","1993-03-01",65399,62129,3270,5,0.677,0.037,1993,1
"AR","South","1993-06-01",66669,63336,3333,5,0.69,0.048,1993,2
"AR","South","1993-09-01",67992,64592,3400,5,0.704,0.063,1993,3
"AR","South","1993-12-01",69332,65865,3467,5,0.718,0.081,1993,4
"AR","South","1994-03-01",70684,67150,3534,5,0.732,0.103,1994,1
"AR","South","1994-06-01",71985,68385,3599,5,0.746,0.128,1994,2
"AR","South","1994-09-01",73231,69569,3662,5,0.758,0.157,1994,3
"AR","South","1994-12-01",74441,70719,3722,5,0.771,0.196,1994,4
"AR","South","1995-03-01",75599,71707,3892,5.1,0.783,0.245,1995,1
"AR","South","1995-06-01",76727,71887,4840,6.3,0.795,0.305,1995,2
"AR","South","1995-09-01",77804,72124,5680,7.3,0.806,0.358,1995,3
"AR","South","1995-12-01",78800,72528,6272,8,0.816,0.396,1995,4
"AR","South","1996-03-01",79722,73137,6584,8.3,0.826,0.416,1996,1
"AR","South","1996-06-01",80579,73890,6689,8.3,0.835,0.423,1996,2
"AR","South","1996-09-01",81391,74642,6749,8.3,0.843,0.428,1996,3
"AR","South","1996-12-01",82203,75256,6947,8.5,0.851,0.441,1996,4
"AR","South","1997-03-01",83021,75631,7390,8.9,0.86,0.47,1997,1
